1	83.00	83.14
2	83.29	83.36
3	83.35	83.65
4	83.47	83.64
5	84.00	84.02
6	83.85	84.06
7	83.68	84.08
8	83.91	84.32
9	83.94	84.21
10	83.65	84.44
11	82.97	84.38
12	82.85	84.42
13	82.53	84.17
14	82.38	84.14
15	82.24	83.98
16	82.21	83.86
17	82.47	84.17
18	82.53	84.44
19	82.38	84.42
20	82.71	84.52
21	82.74	84.55
22	82.65	84.14
23	82.91	83.77
24	82.29	84.70
25	82.85	84.74
26	83.09	85.29
27	83.24	85.32
28	82.94	84.95
29	82.88	85.17
30	83.76	85.55
31	83.21	85.06
32	83.26	85.00
33	83.21	85.00
34	83.06	84.77
35	83.12	84.70
36	82.82	84.61
37	83.29	84.94
38	83.24	85.39
39	83.18	85.56
40	83.68	85.05
41	83.74	85.36
42	83.24	85.58
43	82.97	85.77
44	83.09	85.52
45	83.00	85.50
46	83.09	85.67
47	83.06	85.67
48	83.18	85.42
49	83.00	85.52
50	83.15	85.68
51	82.82	85.52
52	83.03	85.67
53	83.29	85.73
54	83.44	85.59
55	83.47	85.77
56	83.74	86.33
57	83.59	85.86
58	83.68	85.91
59	83.59	85.91
60	83.38	85.94
61	83.44	86.06
62	83.47	85.91
63	83.50	86.00
64	83.44	86.05
65	83.26	86.14
66	83.56	85.85
67	83.38	86.03
68	83.47	85.88
69	84.00	86.97
70	83.91	86.88
71	83.79	86.71
72	83.76	86.58
73	83.91	86.65
74	83.50	86.48
75	83.44	86.48
76	83.82	86.67
77	83.74	86.50
78	83.74	86.44
79	83.74	86.74
80	83.82	86.73
81	83.71	86.61
82	84.00	86.79
83	83.88	86.76
84	83.76	86.77
85	83.79	86.68
86	83.79	86.83
87	84.09	87.05
88	84.18	87.05
89	83.97	87.03
90	83.97	87.23
91	84.12	87.17
92	84.00	87.02
93	84.06	87.02
94	84.15	87.09
95	84.26	87.08
96	84.26	87.17
97	84.21	87.20
98	84.26	87.11
99	84.21	87.09
100	84.29	87.08
101	83.91	86.91
102	84.29	87.14
103	84.09	87.20
104	84.12	87.11
105	84.24	87.15
106	83.91	87.00
107	83.91	86.89
108	83.79	86.85
109	83.97	87.02
110	83.82	86.70
111	84.12	86.97
112	84.15	87.17
113	84.18	87.38
114	84.24	87.55
115	84.00	87.42
116	84.18	87.59
117	83.97	87.47
118	84.12	87.41
119	84.06	87.35
120	83.85	87.47
121	84.15	87.41
122	84.26	87.56
123	84.12	87.39
124	84.26	87.50
125	84.15	87.44
126	83.94	87.48
127	84.24	87.48
128	84.15	87.42
129	84.38	87.55
130	84.03	87.23
131	84.24	87.26
132	84.53	87.56
133	84.18	87.56
134	84.15	87.50
135	84.62	87.74
136	84.71	87.91
137	84.71	87.71
138	84.56	87.68
139	84.62	87.76
140	84.71	87.94
141	84.50	87.89
142	84.68	87.98
143	84.65	87.92
144	84.59	87.80
145	84.62	87.77
146	84.44	87.64
147	84.53	87.73
148	84.68	87.79
149	84.62	87.92
150	84.68	87.71
151	84.68	87.79
152	84.56	87.80
153	84.47	87.79
154	84.65	87.95
155	84.59	87.82
156	84.68	87.92
157	84.62	88.02
158	84.68	88.06
159	84.88	87.91
160	84.76	88.02
161	84.76	88.00
162	84.62	87.97
163	84.85	87.92
164	84.71	88.11
165	84.76	87.94
166	84.71	88.14
167	84.74	88.05
168	84.94	88.03
169	84.91	88.00
170	85.35	88.18
171	85.09	88.11
172	85.15	88.00
173	85.32	88.30
174	84.88	88.08
175	84.76	87.97
176	85.03	88.09
177	84.85	88.17
178	85.32	88.23
179	85.12	88.20
180	84.79	88.06
181	84.65	88.14
182	84.79	88.12
183	85.18	88.18
184	84.88	87.97
185	84.74	88.09
186	85.00	88.17
187	84.71	87.77
188	84.97	88.17
189	84.97	88.20
190	85.06	88.23
191	85.18	88.17
192	85.00	88.27
193	85.09	88.06
194	84.56	88.33
195	84.68	88.47
196	84.71	88.35
197	84.79	88.42
198	85.18	88.62
199	85.00	88.42
200	85.12	88.56
201	85.09	88.67
202	85.06	88.38
203	85.29	88.58
204	85.53	88.74
205	85.35	88.48
206	85.12	88.48
207	85.44	88.45
208	85.41	88.41
209	85.06	88.48
210	84.85	88.30
211	85.24	88.32
212	84.94	88.12
213	84.38	87.88
214	84.44	88.08
215	84.65	88.06
216	84.53	88.33
217	84.56	88.02
218	84.68	88.05
219	84.62	88.12
220	84.68	88.18
221	84.35	88.05
222	84.65	88.36
223	84.35	88.20
224	84.50	88.15
225	84.53	88.23
226	84.65	88.11
227	84.44	87.98
228	84.65	88.09
229	84.56	88.08
230	84.32	87.82
231	84.44	87.85
232	84.35	87.70
233	84.32	87.74
234	84.47	87.67
235	84.44	87.70
236	84.53	87.73
237	84.76	88.14
238	84.50	87.82
239	84.82	88.29
240	84.88	88.38
241	84.91	88.27
242	84.76	88.32
243	84.82	88.32
244	84.85	88.02
245	84.91	88.14
246	84.94	88.39
247	84.91	88.50
248	84.62	88.32
249	84.85	88.36
250	84.65	88.15
251	85.21	88.55
252	85.26	88.38
253	84.68	88.27
254	85.15	88.36
255	85.21	88.41
256	85.03	88.53
257	85.03	88.58
258	84.91	88.47
259	84.82	88.58
260	84.76	88.39
261	84.91	88.53
262	84.76	88.70
263	84.76	88.59
264	84.21	88.30
265	84.53	88.45
266	84.56	88.53
267	85.06	88.65
268	84.91	88.64
269	84.94	88.76
270	85.09	88.59
271	85.12	88.48
272	84.82	88.33
273	84.74	88.41
274	85.09	88.30
275	85.09	88.47
276	84.94	88.52
277	84.97	88.44
278	84.91	88.67
279	84.82	88.61
280	84.97	88.39
281	84.94	88.50
282	84.79	88.61
283	85.12	88.73
284	85.09	88.39
285	85.24	88.77
286	85.26	88.73
287	85.29	88.74
288	85.15	88.64
289	85.15	88.79
290	85.26	89.09
291	85.09	88.94
292	85.15	88.95
293	85.06	88.98
294	85.44	88.85
295	85.26	88.97
296	85.09	88.80
297	85.24	88.85
298	85.21	88.88
299	85.09	88.94
300	85.00	88.70
301	85.09	88.76
302	85.03	88.95
303	85.18	88.76
304	85.09	88.64
305	85.24	88.67
306	85.24	88.74
307	84.97	88.86
308	85.09	88.86
309	84.94	88.83
310	84.97	88.80
311	84.94	88.65
312	85.00	88.86
313	85.21	88.59
314	85.29	89.02
315	85.15	88.64
316	84.71	88.35
317	85.09	88.77
318	84.94	88.39
319	85.00	88.86
320	84.94	88.73
321	85.12	88.82
322	84.91	88.82
323	84.88	88.83
324	84.91	88.64
325	85.24	88.86
326	85.09	88.64
327	85.41	88.76
328	85.06	89.08
329	85.24	88.89
330	85.29	88.88
331	84.91	88.79
332	85.29	88.98
333	85.03	88.83
334	84.85	88.62
335	84.91	88.58
336	85.00	88.71
337	85.00	88.88
338	85.24	88.76
339	85.18	89.02
340	84.88	88.86
341	85.09	88.91
342	85.03	89.12
343	84.88	88.97
344	84.88	88.98
345	84.88	89.03
346	85.26	88.97
347	85.18	89.12
348	84.94	88.86
349	85.09	89.03
350	84.94	89.02
351	85.09	88.98
352	85.26	88.94
353	85.18	89.12
354	85.18	88.92
355	84.82	89.08
356	84.94	88.82
357	84.56	88.65
358	85.26	88.95
359	84.88	89.24
360	85.38	89.11
361	85.26	89.24
362	84.91	89.39
363	84.71	89.09
364	84.79	89.00
365	85.24	89.20
366	85.18	89.32
367	85.18	89.15
368	85.26	89.30
369	84.44	88.32
370	84.47	88.48
371	84.71	89.08
372	84.71	88.70
373	85.09	89.14
374	84.94	89.15
375	84.74	88.85
376	84.97	89.27
377	84.44	88.79
378	85.59	89.33
379	84.85	88.98
380	85.35	89.20
381	85.32	89.27
382	84.88	88.97
383	84.71	89.11
384	85.12	88.85
385	85.00	89.02
386	85.21	88.77
387	84.94	88.56
388	85.09	88.77
389	85.09	89.17
390	85.06	88.77
391	85.35	89.06
392	85.24	88.95
393	85.44	89.30
394	85.50	89.30
395	85.41	89.23
396	85.21	89.36
397	85.38	89.27
398	85.00	89.29
399	85.12	89.39
400	85.24	89.29
401	85.24	89.23
402	85.38	89.27
403	85.53	89.12
404	85.12	89.09
405	85.00	89.14
406	85.38	89.29
407	85.24	89.50
408	85.24	89.18
409	85.50	89.41
410	85.56	89.30
411	85.53	89.29
412	85.50	89.56
413	85.38	89.26
414	85.32	89.47
415	85.09	89.45
416	85.41	89.32
417	85.65	89.41
418	85.32	89.36
419	85.41	89.50
420	85.18	89.44
421	85.71	89.61
422	85.32	89.59
423	85.35	89.59
424	85.44	89.39
425	85.18	89.44
426	85.41	89.73
427	85.18	89.18
428	85.38	89.29
429	85.47	89.35
430	85.35	89.55
431	85.32	89.58
432	85.47	89.52
433	85.44	89.26
434	85.32	89.41
435	85.53	89.59
436	84.88	89.64
437	85.38	89.65
438	85.53	89.32
439	85.38	89.15
440	85.21	89.15
441	85.09	89.53
442	85.35	89.65
443	85.56	89.44
444	85.47	89.74
445	85.76	89.77
446	85.32	89.32
447	85.21	89.56
448	85.35	89.47
449	85.12	89.52
450	85.38	89.82
451	85.24	89.68
452	85.26	89.55
453	85.09	89.70
454	85.65	89.39
455	85.59	90.08
456	85.74	89.98
457	85.24	89.79
458	85.29	89.80
459	85.76	90.03
460	85.29	89.33
461	85.29	89.73
462	85.97	90.09
463	85.53	89.70
464	85.74	89.70
465	85.50	89.83
466	85.50	89.77
467	84.88	89.30
468	85.56	89.24
469	85.68	90.21
470	85.47	90.00
471	85.35	89.56
472	85.53	89.91
473	85.41	89.95
474	85.62	89.92
475	85.26	89.42
476	85.35	89.62
477	85.50	90.05
478	85.44	89.71
479	85.15	90.09
480	85.00	89.71
481	85.18	89.61
482	85.47	90.09
483	85.06	89.73
484	84.74	89.47
485	85.50	89.91
486	85.32	89.82
487	85.06	89.71
488	84.88	89.53
489	85.15	89.59
490	84.85	89.55
491	85.74	89.79
492	85.03	89.45
493	84.82	89.23
494	85.18	89.80
495	85.09	89.39
496	84.94	89.55
497	84.65	89.55
498	85.06	89.88
499	85.09	89.62
500	85.38	89.83
501	85.29	89.68
502	84.94	89.32
503	84.88	89.26
504	84.44	88.80
505	85.24	89.67
506	85.32	89.86
507	85.47	89.82
508	85.62	89.77
509	85.38	89.92
510	84.85	89.68
511	85.47	89.76
512	85.68	90.06
513	85.65	89.53
514	85.44	89.50
515	85.41	90.11
516	84.82	89.14
517	85.18	89.68
518	85.21	89.79
519	85.71	89.70
520	85.09	89.50
521	85.53	89.53
522	85.47	89.80
523	85.38	89.62
524	85.53	90.17
525	85.44	89.61
526	85.09	89.59
527	85.59	89.95
528	85.47	89.67
529	85.47	89.91
530	85.29	89.73
531	85.32	89.70
532	85.44	89.70
533	85.32	89.89
534	85.09	89.86
535	85.47	89.77
536	85.53	89.94
537	85.65	90.00
538	85.12	89.70
539	85.15	90.09
540	84.94	89.85
541	84.94	90.03
542	85.24	89.70
543	85.00	89.79
544	85.26	89.67
545	85.32	89.77
546	85.44	89.98
547	85.35	89.71
548	85.26	89.77
549	85.00	89.71
550	85.35	89.65
551	85.35	89.77
552	85.44	89.98
553	85.21	89.74
554	85.65	89.59
555	85.26	89.79
556	85.00	89.20
557	85.26	90.03
558	85.29	89.71
559	85.15	89.56
560	85.65	89.86
561	85.74	89.94
562	85.47	89.82
563	85.44	89.94
564	85.44	89.79
565	85.26	89.52
566	85.62	89.80
567	85.71	89.79
568	85.53	89.65
569	85.65	89.80
570	85.71	89.94
571	85.47	89.77
572	85.44	89.76
573	85.50	89.86
574	85.94	89.82
575	85.76	89.67
576	85.97	89.76
577	85.79	89.44
578	85.94	89.89
579	85.35	90.29
580	85.59	89.98
581	85.68	89.64
582	85.44	89.64
583	85.41	89.52
584	85.65	90.09
585	86.00	90.14
586	85.85	89.77
587	85.94	90.06
588	86.18	89.73
589	86.09	90.14
590	86.15	90.08
591	85.91	90.11
592	86.24	90.09
593	86.35	90.12
594	86.59	90.05
595	86.38	90.11
596	86.29	89.97
597	86.44	90.38
598	86.38	90.09
599	86.41	90.18
600	86.21	90.06
601	85.82	89.91
602	86.29	90.21
603	86.44	90.29
604	86.47	90.20
605	86.32	90.17
606	86.24	89.85
607	86.32	90.06
608	86.12	90.18
609	86.24	90.26
610	85.94	89.97
611	85.91	90.06
612	86.03	90.03
613	85.82	89.85
614	85.35	89.47
615	86.15	90.15
616	86.50	90.41
617	86.32	89.89
618	86.21	90.00
619	86.18	90.30
620	86.15	90.09
621	86.24	90.05
622	86.06	90.03
623	85.59	90.17
624	86.09	90.00
625	86.09	89.80
626	86.44	90.45
627	85.97	90.24
628	85.91	90.20
629	85.91	90.15
630	86.24	90.23
631	86.09	90.17
632	85.62	90.21
633	85.88	90.44
634	85.85	89.97
635	86.32	90.55
636	86.03	90.48
637	86.18	90.42
638	86.35	90.17
639	86.35	90.06
640	85.94	89.98
641	86.32	90.30
642	85.79	89.59
643	86.21	90.29
644	86.09	89.95
645	85.91	90.23
646	85.88	90.45
647	86.03	89.97
648	85.76	89.62
649	86.12	90.15
650	85.94	89.85
651	86.06	90.21
652	86.03	90.14
653	86.18	89.79
654	85.79	89.98
655	85.94	89.82
656	85.85	89.97
657	86.21	90.24
658	86.15	90.32
659	85.91	89.89
660	85.79	90.17
661	85.68	90.20
662	85.62	89.56
663	85.74	90.00
664	85.03	90.08
665	85.97	90.42
666	85.85	90.08
667	85.97	89.97
668	85.79	90.11
669	85.97	89.92
670	85.50	90.03
671	85.88	90.38
672	85.94	89.83
673	85.29	89.74
674	86.03	89.97
675	85.59	90.11
676	86.03	89.77
677	86.15	89.83
678	85.82	89.82
679	85.53	89.88
680	85.79	89.95
681	85.47	90.00
682	86.00	90.29
683	85.65	90.08
684	85.53	90.11
685	85.74	89.70
686	85.59	89.83
687	85.71	90.11
688	85.74	89.55
689	85.68	89.88
690	85.65	90.06
691	85.44	90.17
692	85.50	90.11
693	85.79	90.24
694	85.82	90.18
695	85.47	90.03
696	85.50	90.05
697	85.85	90.03
698	85.88	90.11
699	85.74	89.88
700	85.68	90.06
701	85.79	90.18
702	85.32	89.89
703	85.15	89.52
704	85.68	90.36
705	85.41	90.14
706	85.38	89.92
707	85.47	89.89
708	85.88	90.30
709	85.32	89.86
710	85.29	90.05
711	85.44	90.02
712	85.38	90.09
713	85.24	89.98
714	85.62	89.59
715	85.53	90.35
716	85.32	90.03
717	85.65	90.15
718	84.91	89.58
719	85.21	89.88
720	85.26	89.98
721	85.85	90.47
722	85.29	89.91
723	85.62	89.73
724	85.41	89.79
725	85.56	90.21
726	85.65	90.23
727	85.68	90.26
728	85.62	90.56
729	85.50	90.03
730	85.68	90.53
731	85.74	90.15
732	85.68	90.23
733	85.59	90.15
734	85.47	90.29
735	85.50	89.94
736	85.94	90.24
737	85.79	90.41
738	85.50	90.11
739	85.50	90.03
740	85.41	89.76
741	85.53	90.44
742	85.76	90.30
743	85.62	89.76
744	85.74	90.06
745	85.85	90.42
746	85.47	90.41
747	85.65	90.47
748	85.59	89.85
749	85.50	90.38
750	85.71	89.95
751	85.44	89.94
752	85.71	90.33
753	85.47	89.82
754	85.97	90.26
755	85.71	90.30
756	85.85	89.89
757	86.12	90.70
758	85.94	90.21
759	85.85	90.30
760	85.62	90.32
761	85.71	90.53
762	85.65	90.15
763	85.85	90.71
764	85.79	90.68
765	85.29	90.11
766	85.91	90.42
767	86.03	90.38
768	85.85	90.20
769	85.91	90.27
770	85.62	90.05
771	85.50	90.62
772	85.53	90.17
773	85.62	90.32
774	85.94	90.50
775	85.88	90.53
776	85.32	90.32
777	85.26	90.20
778	85.06	90.32
779	85.59	90.76
780	85.32	90.56
781	85.50	90.26
782	85.56	90.55
783	85.50	90.29
784	85.38	90.44
785	85.24	90.11
786	85.68	90.41
787	85.76	90.23
788	85.44	90.18
789	84.97	89.76
790	85.50	90.65
791	86.21	90.74
792	85.44	90.36
793	86.00	90.06
794	85.53	90.26
795	86.21	90.42
796	85.35	90.11
797	85.44	90.56
798	85.24	90.55
799	85.50	90.20
800	85.21	90.09
801	85.12	90.12
802	85.26	90.26
803	85.79	90.67
804	85.85	89.76
805	85.06	90.17
806	85.74	90.47
807	85.71	90.17
808	86.18	90.30
809	85.79	90.30
810	86.03	90.18
811	85.50	90.20
812	85.62	90.24
813	85.50	90.61
814	85.65	90.61
815	85.03	90.33
816	84.94	89.89
817	85.56	90.36
818	85.47	90.33
819	85.85	90.17
820	85.91	90.29
821	85.88	90.59
822	85.85	90.52
823	85.94	90.39
824	85.85	90.29
825	84.74	90.05
826	85.82	90.29
827	85.71	90.41
828	85.91	90.50
829	84.97	90.29
830	85.82	90.27
831	86.24	90.38
832	86.09	90.64
833	85.79	90.67
834	85.44	90.48
835	85.21	90.44
836	85.85	90.56
837	85.62	90.33
838	85.82	90.39
839	85.88	90.52
840	85.03	90.26
841	85.44	90.38
842	85.88	90.55
843	84.85	90.09
844	85.71	90.64
845	85.12	90.26
846	84.76	90.17
847	85.82	90.52
848	85.06	90.27
849	84.76	90.33
850	85.15	90.08
851	85.65	90.26
852	85.09	90.21
853	84.88	90.35
854	85.56	90.14
855	85.62	90.27
856	85.71	90.52
857	84.74	90.36
858	84.74	90.09
859	84.76	90.08
860	85.59	90.45
861	85.65	90.36
862	85.44	90.35
863	85.00	90.36
864	85.38	90.02
865	85.18	90.55
866	85.12	90.26
867	84.74	90.33
868	84.53	90.05
869	85.53	90.23
870	85.79	90.27
871	85.18	90.06
872	85.00	90.52
873	84.79	90.12
874	85.09	90.12
875	85.85	90.02
876	85.76	90.44
877	85.15	90.26
878	85.74	90.50
879	85.47	90.14
880	85.03	90.06
881	84.68	89.92
882	84.56	90.02
883	84.74	90.06
884	85.44	89.89
885	85.47	90.44
886	85.91	90.74
887	85.94	90.47
888	85.03	90.17
889	84.65	90.21
890	85.41	90.23
891	85.00	90.05
892	85.50	90.45
893	84.94	90.05
894	85.21	89.97
895	85.38	90.41
896	85.32	90.29
897	85.29	90.26
898	85.41	90.67
899	85.62	90.68
900	85.32	90.23
901	85.65	90.41
902	84.59	90.26
903	84.82	90.12
904	84.79	90.11
905	85.26	90.39
906	84.76	90.21
907	84.74	90.26
908	84.74	89.76
909	85.26	90.65
910	84.62	89.98
911	85.74	90.68
912	84.26	90.41
913	84.53	90.38
914	84.68	90.56
915	84.68	90.21
916	84.41	90.11
917	84.38	90.12
918	84.65	90.05
919	84.74	90.21
920	84.71	90.30
921	84.26	89.85
922	84.50	89.86
923	84.76	89.91
924	84.65	90.03
925	84.74	89.97
926	84.53	89.70
927	84.65	89.97
928	84.79	90.06
929	84.56	89.82
930	84.50	89.94
931	84.53	89.86
932	84.56	89.70
933	85.26	90.15
934	84.85	90.12
935	84.94	90.33
936	85.03	90.03
937	85.00	90.26
938	85.24	90.62
939	84.94	90.44
940	84.85	90.33
941	84.38	90.11
942	84.38	89.88
943	84.32	89.92
944	84.44	89.94
945	84.24	89.82
946	84.50	89.83
947	85.00	90.58
948	84.41	89.92
949	84.71	90.02
950	84.26	89.79
951	84.65	90.18
952	84.88	90.21
953	84.88	90.61
954	84.94	90.33
955	84.88	90.32
956	84.88	90.11
957	84.82	90.23
958	84.85	90.39
959	84.79	89.97
960	85.29	90.47
961	85.21	90.33
962	84.97	90.35
963	85.15	90.38
964	84.85	90.12
965	84.68	90.12
966	85.44	89.98
967	85.53	90.09
968	85.12	89.83
969	85.59	89.82
970	84.97	90.15
971	84.79	90.09
972	85.06	90.11
973	85.65	90.00
974	85.12	90.33
975	85.00	90.47
976	85.29	90.05
977	85.47	89.79
978	85.35	89.59
979	85.24	90.32
980	85.65	90.05
981	85.41	90.56
982	85.68	90.03
983	85.53	89.79
984	85.50	90.08
985	85.47	90.12
986	85.68	90.20
987	85.47	89.88
988	85.41	90.06
989	85.41	90.00
990	85.76	90.06
991	85.56	90.26
992	85.50	90.15
993	85.59	89.85
994	85.79	90.00
995	85.38	89.95
996	85.44	90.20
997	85.65	90.02
998	85.12	90.29
999	85.24	90.53
1000	85.65	90.33
1001	85.65	90.26
1002	85.35	90.42
1003	85.29	90.15
1004	85.47	90.14
1005	85.82	90.11
1006	85.68	90.14
1007	85.53	89.98
1008	85.82	89.92
1009	85.85	90.14
1010	85.74	89.97
1011	85.47	90.05
1012	85.44	90.15
1013	85.59	90.48
1014	85.71	90.27
1015	85.88	90.38
1016	85.47	90.64
1017	85.85	90.64
1018	85.15	90.82
1019	85.21	90.74
1020	85.65	90.17
1021	85.32	89.71
1022	85.41	90.18
1023	85.59	90.59
1024	85.24	90.77
1025	85.76	90.36
1026	85.41	90.26
1027	85.56	90.58
1028	85.38	90.39
1029	85.35	91.02
1030	85.38	90.80
1031	85.53	90.42
1032	85.38	90.15
1033	85.59	90.44
1034	85.82	90.35
1035	85.59	90.05
1036	85.91	90.58
1037	85.74	90.23
1038	85.44	90.14
1039	86.53	90.45
1040	85.88	90.24
1041	86.09	90.48
1042	86.06	90.42
1043	85.76	90.26
1044	86.06	90.26
1045	85.97	90.29
1046	85.74	90.11
1047	85.74	90.41
1048	85.74	90.17
1049	85.53	90.09
1050	85.88	90.20
1051	85.85	90.35
1052	85.79	90.02
